"exclude","partyabbrev","text","doc_id","party","partycolor","partyorder","corpus_line_id","heading_order","doc_line_id","sentence","doc_sentence_id","corpus_sentence_id","heading","paragraph","context_after","context_before","partyname_in_text","sentence_id"
0,"CDU/CSU","Wir sind auf kluge und verantwortungsvolle Köpfe angewiesen.","union.txt","41521","black",1,4174,0,124,"Wir sind auf kluge und verantwortungsvolle Köpfe angewiesen.",392,14089,"Forschung und neue Technologien fördern","Forschung und Innovation sind Grundlage von Wachstum und Wohlstand. Wir sind auf kluge und verantwortungsvolle Köpfe angewiesen. Nur wenn wir stetig und ausreichend in Grundlagenforschung, anwendungsbezogene Forschung und neue Technologien investieren, werden wir im internationalen Wettbewerb unsere Spitzenposition behaupten können."," Nur wenn wir stetig und ausreichend in Grundlagenforschung, anwendungsbezogene Forschung und neue Technologien investieren, werden wir im internationalen Wettbewerb unsere Spitzenposition behaupten können.","Forschung und Innovation sind Grundlage von Wachstum und Wohlstand. ","FALSE",21
0,"CDU/CSU","Wir werden in hochqualifiziertes Personal und Spitzentechnologie investieren.","union.txt","41521","black",1,4514,0,464,"Wir werden in hochqualifiziertes Personal und Spitzentechnologie investieren.",1162,14859,"Bundeswehr als Garant unserer Sicherheit","- Damit die Bundeswehr ihren Beitrag für die Cybersicherheit unseres Land leisten kann, haben wir ein neues Cyberkommando mit einem eigenen Cyberinspekteur aufgestellt. Wir werden in hochqualifiziertes Personal und Spitzentechnologie investieren. IT-Sicherheit und Cyber-Defence müssen ins Zentrum von Forschung und Strategie rücken. Der Ausbau der Universität der Bundeswehr in München als zentrale Forschungsstelle für Cybersicherheit muss weiter vorangetrieben werden. Die Bundeswehr muss ihre Fähigkeit zu Computer-Netzwerk-Operationen weiter ausbauen und offensive Cyber-Fähigkeiten in ihrem Fähigkeitsspektrum verankern."," IT-Sicherheit und Cyber-Defence müssen ins Zentrum von Forschung und Strategie rücken. Der Ausbau der Universität der Bundeswehr in München als zentrale Forschungsstelle für Cybersicherheit muss weiter vorangetrieben werden. Die Bundeswehr muss ihre Fähigkeit zu Computer-Netzwerk-Operationen weiter ausbauen und offensive Cyber-Fähigkeiten in ihrem Fähigkeitsspektrum verankern.","- Damit die Bundeswehr ihren Beitrag für die Cybersicherheit unseres Land leisten kann, haben wir ein neues Cyberkommando mit einem eigenen Cyberinspekteur aufgestellt. ","FALSE",71
0,"CDU/CSU","Wir wollen, dass sich mehr Menschen zu Engagement in Vereinen und Organisationen bereitfinden, insbesondere Jugendliche.","union.txt","41521","black",1,4568,0,518,"Wir wollen, dass sich mehr Menschen zu Engagement in Vereinen und Organisationen bereitfinden, insbesondere Jugendliche.",1291,14988,"Ehrenamt und Sport","Deshalb wollen wir eine Kultur des Respekts und der Aufmerksamkeit für alle erreichen, die sich in den Dienst der Allgemeinheit stellen. Wir wollen, dass sich mehr Menschen zu Engagement in Vereinen und Organisationen bereitfinden, insbesondere Jugendliche.","","Deshalb wollen wir eine Kultur des Respekts und der Aufmerksamkeit für alle erreichen, die sich in den Dienst der Allgemeinheit stellen. ","FALSE",6
0,"FDP","Wir setzen uns dafür ein, dass Deutschland seine Altschulden abbaut, statt sich auf der „schwarzen Null“ auszuruhen.","fdp.txt","41420","gold",5,1146,0,514,"Wir Freie Demokraten setzen uns dafür ein, dass Deutschland seine Altschulden abbaut, statt sich auf der „schwarzen Null“ auszuruhen.",1920,3033,"Schuldenabbau","Wir Freie Demokraten setzen uns dafür ein, dass Deutschland seine Altschulden abbaut, statt sich auf der „schwarzen Null“ auszuruhen. Denn sollte eines Tages das Zinsniveau wieder ansteigen, dann bricht uns der hohe Schuldenberg möglicherweise finanziell das Genick. Schließlich waren es vor allem die niedrigen Zinsen und Rekordsteuereinnahmen, die in den letzten Jahren einen ausgeglichenen Haushalt ermöglicht haben. Es wären sogar Haushaltsüberschüsse zum Schuldenabbau möglich gewesen, wenn die Bundesregierung die zusätzlichen Einnahmen nicht sofort wieder für neu geschaffene Ausgabenposten verwandt hätte. Der Schuldenberg ist nach wie vor hoch. Mit 71,2 Prozent des Bruttoinlandsproduktes lag Deutschlands Schuldenstandsquote 2015 über der 60-Prozent-Marke nach den Maastricht-Kriterien, die die wirtschaftliche Stabilität des Euroraumes sicherstellen sollen. Deutschland muss daher mit gutem Beispiel vorangehen und seine Schulden zügig abbauen. Ein nachhaltiger Schuldenabbau ist zudem eine Frage der Generationengerechtigkeit. Schließlich kann sich das Zinsniveau mittelfristig wieder ändern. Steigende Zinszahlungen reduzieren zusammen mit vielen weiteren Zahlungsverpflichtungen des Staates dann immer mehr den haushaltspolitischen Ausgabenspielraum – und damit auch die Zukunftschancen unserer Kinder und Enkel."," Denn sollte eines Tages das Zinsniveau wieder ansteigen, dann bricht uns der hohe Schuldenberg möglicherweise finanziell das Genick. Schließlich waren es vor allem die niedrigen Zinsen und Rekordsteuereinnahmen, die in den letzten Jahren einen ausgeglichenen Haushalt ermöglicht haben. Es wären sogar Haushaltsüberschüsse zum Schuldenabbau möglich gewesen, wenn die Bundesregierung die zusätzlichen Einnahmen nicht sofort wieder für neu geschaffene Ausgabenposten verwandt hätte. Der Schuldenberg ist nach wie vor hoch. Mit 71,2 Prozent des Bruttoinlandsproduktes lag Deutschlands Schuldenstandsquote 2015 über der 60-Prozent-Marke nach den Maastricht-Kriterien, die die wirtschaftliche Stabilität des Euroraumes sicherstellen sollen. Deutschland muss daher mit gutem Beispiel vorangehen und seine Schulden zügig abbauen. Ein nachhaltiger Schuldenabbau ist zudem eine Frage der Generationengerechtigkeit. Schließlich kann sich das Zinsniveau mittelfristig wieder ändern. Steigende Zinszahlungen reduzieren zusammen mit vielen weiteren Zahlungsverpflichtungen des Staates dann immer mehr den haushaltspolitischen Ausgabenspielraum – und damit auch die Zukunftschancen unserer Kinder und Enkel.","","FALSE",15
0,"FDP","Wir wollen den rechtlichen Rahmen bei der Unternehmensfinanzierung vereinfachen.","fdp.txt","41420","gold",5,765,0,133,"Wir Freie Demokraten wollen den rechtlichen Rahmen bei der Unternehmensfinanzierung vereinfachen.",412,1525,"Unternehmensfinanzierung verbessern","Wir Freie Demokraten wollen den rechtlichen Rahmen bei der Unternehmensfinanzierung vereinfachen. Denn junge Unternehmen benötigen am Anfang Geld, um ihr Geschäftsmodell auf- und auszubauen und Voraussetzungen für Wachstum zu finanzieren. Neben Eigenkapital und dem klassischen Bankkredit verbreiten sich innovative Finanzierungsmodelle wie das Crowdfunding immer stärker. Dabei stellen viele Investoren kleinere Beträge zur Verfügung, die zusammen jedoch eine ordentliche Finanzierung ergeben. Deshalb wollen wir die Vorschriften für diese Investitionen, beispielsweise bei Prospektpflicht oder Selbstauskunft, so anpassen, dass sie unkomplizierter und attraktiver werden, ohne den Investorenschutz zu vernachlässigen."," Denn junge Unternehmen benötigen am Anfang Geld, um ihr Geschäftsmodell auf- und auszubauen und Voraussetzungen für Wachstum zu finanzieren. Neben Eigenkapital und dem klassischen Bankkredit verbreiten sich innovative Finanzierungsmodelle wie das Crowdfunding immer stärker. Dabei stellen viele Investoren kleinere Beträge zur Verfügung, die zusammen jedoch eine ordentliche Finanzierung ergeben. Deshalb wollen wir die Vorschriften für diese Investitionen, beispielsweise bei Prospektpflicht oder Selbstauskunft, so anpassen, dass sie unkomplizierter und attraktiver werden, ohne den Investorenschutz zu vernachlässigen.","","FALSE",77
0,"FDP","Wir fordern die Online-Bereitstellung von Unterrichts- und Lehrmaterialien im Zusammenhang mit der universitären Lehre, sofern keine Rechte Dritter verletzt werden.","fdp.txt","41420","gold",5,749,0,117,"Wir Freie Demokraten fordern die Online-Bereitstellung von Unterrichts- und Lehrmaterialien im Zusammenhang mit der universitären Lehre, sofern keine Rechte Dritter verletzt werden.",347,1460,"Online-Zugang zu Lehrmaterialien an öffentlichen Hochschulen","Wir Freie Demokraten fordern die Online-Bereitstellung von Unterrichts- und Lehrmaterialien im Zusammenhang mit der universitären Lehre, sofern keine Rechte Dritter verletzt werden. Die digitale Revolution ermöglicht auch eine Revolution in der Lehre und Forschung. Vorlesungsaufzeichnungen, Livestreams oder Online-Zugänge zu Forschung erlauben es Lehrenden und Studierenden, flexibel und selbstbestimmt Inhalte zu erarbeiten."," Die digitale Revolution ermöglicht auch eine Revolution in der Lehre und Forschung. Vorlesungsaufzeichnungen, Livestreams oder Online-Zugänge zu Forschung erlauben es Lehrenden und Studierenden, flexibel und selbstbestimmt Inhalte zu erarbeiten.","","FALSE",4
0,"FDP","Wir wollen, dass datenbezogene Geschäftsmodelle und Selbstbestimmtheit im Internet der Dinge sich nicht ausschließen.","fdp.txt","41420","gold",5,920,0,288,"Wir Freie Demokraten wollen, dass datenbezogene Geschäftsmodelle und Selbstbestimmtheit im Internet der Dinge sich nicht ausschließen.",1034,2147,"Selbstbestimmung im Internet der Dinge","Wir Freie Demokraten wollen, dass datenbezogene Geschäftsmodelle und Selbstbestimmtheit im Internet der Dinge sich nicht ausschließen. Dort, wo nicht-personenbezogene Daten in oder durch Maschinen erfasst und gespeichert werden, sollen nicht nur die Hersteller der Geräte und Dienstleister der Services ein Recht an der Nutzung der Daten haben, sondern auch die Nutzer der Maschinen selbst. Wir wollen ein Nutzungsrecht an diesen Daten schaffen, das alle Akteure in die Lage versetzt, die gewonnenen Daten für sich zu nutzen. Damit wollen wir gesellschaftlichen Fortschritt mit Verbraucherschutz und Datensouveränität in Einklang bringen. Unser Ziel ist es, dass Innovation möglich bleibt, ohne ungewollt Privatsphäre zu opfern."," Dort, wo nicht-personenbezogene Daten in oder durch Maschinen erfasst und gespeichert werden, sollen nicht nur die Hersteller der Geräte und Dienstleister der Services ein Recht an der Nutzung der Daten haben, sondern auch die Nutzer der Maschinen selbst. Wir wollen ein Nutzungsrecht an diesen Daten schaffen, das alle Akteure in die Lage versetzt, die gewonnenen Daten für sich zu nutzen. Damit wollen wir gesellschaftlichen Fortschritt mit Verbraucherschutz und Datensouveränität in Einklang bringen. Unser Ziel ist es, dass Innovation möglich bleibt, ohne ungewollt Privatsphäre zu opfern.","","FALSE",24
0,"FDP","Wir wollen die Rahmenbedingungen für eine innovative Kreislauf- und Ressourcenwirtschaft verbessern und setzen verstärkt auf Müllvermeidung und Recycling.","fdp.txt","41420","gold",5,841,0,209,"Wir Freie Demokraten wollen die Rahmenbedingungen für eine innovative Kreislauf- und Ressourcenwirtschaft verbessern und setzen verstärkt auf Müllvermeidung und Recycling.",693,1806,"Innovative Kreislaufwirtschaft","Wir Freie Demokraten wollen die Rahmenbedingungen für eine innovative Kreislauf- und Ressourcenwirtschaft verbessern und setzen verstärkt auf Müllvermeidung und Recycling. Das marktwirtschaftliche Prinzip der Produktverantwortung, bei dem der Hersteller eines Produkts die Verantwortung für dessen spätere Entsorgung trägt, muss weiter gestärkt werden. Im Gegensatz zum allgemeinen Trend, wieder nach einer stärkeren Rolle der Kreise und Kommunen zu rufen, vertrauen wir vor allem auf die Effizienz und die Wettbewerbsfähigkeit der privaten Entsorgungsunternehmen."," Das marktwirtschaftliche Prinzip der Produktverantwortung, bei dem der Hersteller eines Produkts die Verantwortung für dessen spätere Entsorgung trägt, muss weiter gestärkt werden. Im Gegensatz zum allgemeinen Trend, wieder nach einer stärkeren Rolle der Kreise und Kommunen zu rufen, vertrauen wir vor allem auf die Effizienz und die Wettbewerbsfähigkeit der privaten Entsorgungsunternehmen.","","FALSE",44
0,"FDP","Wir setzen uns für den weiteren Ausbau digitaler Gesundheitsdienstleistungen und für verbesserte Rahmenbedingungen für eine sichere Digitalisierung des Gesundheitssystems ein, die sich an den Bürgerinnen und Bürgern als dessen Nutzerinnen und Nutzer orientiert.","fdp.txt","41420","gold",5,1232,0,600,"Wir Freie Demokraten setzen uns für den weiteren Ausbau digitaler Gesundheitsdienstleistungen und für verbesserte Rahmenbedingungen für eine sichere Digitalisierung des Gesundheitssystems ein, die sich an den Bürgerinnen und Bürgern als dessen Nutzerinnen und Nutzer orientiert.",2235,3348,"Ausbau digitaler Gesundheitsdienstleistungen","Wir Freie Demokraten setzen uns für den weiteren Ausbau digitaler Gesundheitsdienstleistungen und für verbesserte Rahmenbedingungen für eine sichere Digitalisierung des Gesundheitssystems ein, die sich an den Bürgerinnen und Bürgern als dessen Nutzerinnen und Nutzer orientiert. Denn digitale Dienstleistungen sorgen für ein effizienteres, schnelleres und sichereres Gesundheitssystem. Sogenannte E-Health-Systeme, bei denen relevante Daten gesammelt und nutzbar gemacht werden, bieten eine Vielzahl von Möglichkeiten, um Verbesserungen im Gesundheitswesen einzuführen. Diese Systeme ermöglichen bei einer dezentralen Speicherung beim und in der Verfügungsgewalt des jeweiligen Bürgers und der jeweiligen Bürgerin den schnellen Zugriff im Notfall, soweit dies auch von den Patientinnen und Patienten gepflegt und gewünscht wird. Zum Dienst am Menschen gehört auch der Schutz seiner Daten. Der Staat muss die Hoheit des Einzelnen über seine Daten stets gewährleisten. Patientinnen und Patienten bestimmen über ihre Daten und wer wann wie lange und für welchen Zweck darauf zugreifen darf. Daher ist auch jeder Zugriff zu dokumentieren, damit Missbrauchsversuche zügig geahndet werden können. Die Digitalisierung verbindet dabei das Ziel des Bürokratieabbaus mit der Entschlackung von Diagnostik-, Dokumentations- und Abstimmungsprozessen und erweitert Forschungsmöglichkeiten zur Bekämpfung von Krankheiten. Dabei setzen wir uns für die technischen Möglichkeiten des freiwilligen, direkten und sicheren Datenaustauschs zwischen den Beteiligten im Gesundheitswesen bei Sicherung des höchstmöglichen Niveaus an Datenschutz und -sicherheit ein."," Denn digitale Dienstleistungen sorgen für ein effizienteres, schnelleres und sichereres Gesundheitssystem. Sogenannte E-Health-Systeme, bei denen relevante Daten gesammelt und nutzbar gemacht werden, bieten eine Vielzahl von Möglichkeiten, um Verbesserungen im Gesundheitswesen einzuführen. Diese Systeme ermöglichen bei einer dezentralen Speicherung beim und in der Verfügungsgewalt des jeweiligen Bürgers und der jeweiligen Bürgerin den schnellen Zugriff im Notfall, soweit dies auch von den Patientinnen und Patienten gepflegt und gewünscht wird. Zum Dienst am Menschen gehört auch der Schutz seiner Daten. Der Staat muss die Hoheit des Einzelnen über seine Daten stets gewährleisten. Patientinnen und Patienten bestimmen über ihre Daten und wer wann wie lange und für welchen Zweck darauf zugreifen darf. Daher ist auch jeder Zugriff zu dokumentieren, damit Missbrauchsversuche zügig geahndet werden können. Die Digitalisierung verbindet dabei das Ziel des Bürokratieabbaus mit der Entschlackung von Diagnostik-, Dokumentations- und Abstimmungsprozessen und erweitert Forschungsmöglichkeiten zur Bekämpfung von Krankheiten. Dabei setzen wir uns für die technischen Möglichkeiten des freiwilligen, direkten und sicheren Datenaustauschs zwischen den Beteiligten im Gesundheitswesen bei Sicherung des höchstmöglichen Niveaus an Datenschutz und -sicherheit ein.","","FALSE",41
0,"FDP","Wir wollen die bevorzugte Behandlung von Staatsanleihen von Zentralregierungen des Europäischen Wirtschaftsraumes bei der europäischen Regulierung von Banken und Versicherungen beenden und durch marktorientierte Ansätze ersetzen.","fdp.txt","41420","gold",5,1138,0,506,"Wir Freie Demokraten wollen die bevorzugte Behandlung von Staatsanleihen von Zentralregierungen des Europäischen Wirtschaftsraumes bei der europäischen Regulierung von Banken und Versicherungen beenden und durch marktorientierte Ansätze ersetzen.",1892,3005,"Keine Privilegierung von Staatsanleihen in der Bankenregulierung","Wir Freie Demokraten wollen die bevorzugte Behandlung von Staatsanleihen von Zentralregierungen des Europäischen Wirtschaftsraumes bei der europäischen Regulierung von Banken und Versicherungen beenden und durch marktorientierte Ansätze ersetzen. Die aufsichtsrechtliche Fiktion der Risikolosigkeit der von Euroländern begebenen Anleihen war eine wesentliche Ursache der europäischen Staatsschuldenkrise. Noch heute führt diese marktferne Praxis zu Fehlallokationen am Kapitalmarkt: Zum Beispiel werden Aktien oder Unternehmensanleihen im Wettbewerb um Anlegergelder marktwidrig benachteiligt. Auch für Staatsanleihen muss daher gelten, dass diese mit Eigenkapital zu unterlegen sind und eine Großkreditgrenze Klumpenrisiken vorbeugen muss. Außerdem sollte die Möglichkeit der mehrjährigen Verlängerung von Staatsanleihen geschaffen werden, damit die Risiken sich im Zinsniveau frühzeitig abbilden und den Gläubigern die Möglichkeit genommen wird, sich von Risiken auf Kosten der Staatengemeinschaft zu befreien."," Die aufsichtsrechtliche Fiktion der Risikolosigkeit der von Euroländern begebenen Anleihen war eine wesentliche Ursache der europäischen Staatsschuldenkrise. Noch heute führt diese marktferne Praxis zu Fehlallokationen am Kapitalmarkt: Zum Beispiel werden Aktien oder Unternehmensanleihen im Wettbewerb um Anlegergelder marktwidrig benachteiligt. Auch für Staatsanleihen muss daher gelten, dass diese mit Eigenkapital zu unterlegen sind und eine Großkreditgrenze Klumpenrisiken vorbeugen muss. Außerdem sollte die Möglichkeit der mehrjährigen Verlängerung von Staatsanleihen geschaffen werden, damit die Risiken sich im Zinsniveau frühzeitig abbilden und den Gläubigern die Möglichkeit genommen wird, sich von Risiken auf Kosten der Staatengemeinschaft zu befreien.","","FALSE",92
0,"FDP","Wir wollen das Wettbewerbsrecht fit machen für die Digitalisierung.","fdp.txt","41420","gold",5,793,0,161,"Wir Freie Demokraten wollen das Wettbewerbsrecht fit machen für die Digitalisierung.",509,1622,"Wettbewerbsrecht fit machen für die Digitalisierung","Wir Freie Demokraten wollen das Wettbewerbsrecht fit machen für die Digitalisierung. In rasant wachsenden digitalen Märkten muss auch die zu erwartende wirtschaftliche Macht des fusionierten Unternehmens berücksichtigt werden. Ein Indikator dafür ist der Transaktionswert, der die Umsatz-und Gewinnerwartungen für die Zukunft widerspiegelt – etwa, wenn umsatzmäßig noch kleine Unternehmen für Milliarden-Beträge gekauft werden, da sie Zugang zu Daten und Kommunikationskanälen eröffnen. Wir sprechen uns daher dafür aus, dass die Fusionskontrolle der nationalen und europäischen Kartellbehörden nicht nur bei Überschreiten bestimmter Umsatzschwellen greift, sondern zusätzlich auch bei Überschreiten festgelegter Transaktionswerte beim Kauf eines Unternehmens. Dazu ein Beispiel: Der Anbieter der App „WhatsApp“ hatte etwa 50 Mitarbeiterinnen und Mitarbeiter und verzeichnete bei einem Jahresumsatz von rund 10 Millionen US-Dollar sogar Verluste. Trotzdem hat Facebook ihn 2014 für 22 Milliarden US-Dollar erworben, weil er damals bereits Zugang zu rund 450 Millionen Nutzerinnen und Nutzern und deren Daten besaß."," In rasant wachsenden digitalen Märkten muss auch die zu erwartende wirtschaftliche Macht des fusionierten Unternehmens berücksichtigt werden. Ein Indikator dafür ist der Transaktionswert, der die Umsatz-und Gewinnerwartungen für die Zukunft widerspiegelt – etwa, wenn umsatzmäßig noch kleine Unternehmen für Milliarden-Beträge gekauft werden, da sie Zugang zu Daten und Kommunikationskanälen eröffnen. Wir sprechen uns daher dafür aus, dass die Fusionskontrolle der nationalen und europäischen Kartellbehörden nicht nur bei Überschreiten bestimmter Umsatzschwellen greift, sondern zusätzlich auch bei Überschreiten festgelegter Transaktionswerte beim Kauf eines Unternehmens. Dazu ein Beispiel: Der Anbieter der App „WhatsApp“ hatte etwa 50 Mitarbeiterinnen und Mitarbeiter und verzeichnete bei einem Jahresumsatz von rund 10 Millionen US-Dollar sogar Verluste. Trotzdem hat Facebook ihn 2014 für 22 Milliarden US-Dollar erworben, weil er damals bereits Zugang zu rund 450 Millionen Nutzerinnen und Nutzern und deren Daten besaß.","","FALSE",78
0,"FDP","Wir fordern eine verstärkte Kooperation mit den östlichen Nachbarn der EU. Die Ukraine, Moldau und Georgien haben im Rahmen der EU-Nachbarschaftspolitik Assoziierungsabkommen angenommen.","fdp.txt","41420","gold",5,1032,0,400,"Wir Freie Demokraten fordern eine verstärkte Kooperation mit den östlichen Nachbarn der EU. Die Ukraine, Moldau und Georgien haben im Rahmen der EU-Nachbarschaftspolitik Assoziierungsabkommen angenommen.",1491,2604,"Verstärkte Kooperation mit den östlichen Nachbarn der EU","Wir Freie Demokraten fordern eine verstärkte Kooperation mit den östlichen Nachbarn der EU. Die Ukraine, Moldau und Georgien haben im Rahmen der EU-Nachbarschaftspolitik Assoziierungsabkommen angenommen. Dieser Weg der vertieften Zusammenarbeit mit den östlichen Nachbarn muss weiter ausgebaut werden. Daher sollte die EU ihre Politik strategisch anpassen und verstärkt mit den Partnern sicherheitspolitisch arbeiten, die sich für die europäische Ausrichtung entschieden haben. Wir wollen die Demokratie und die wirtschaftliche Transformation in diesen Ländern fordern und fördern."," Dieser Weg der vertieften Zusammenarbeit mit den östlichen Nachbarn muss weiter ausgebaut werden. Daher sollte die EU ihre Politik strategisch anpassen und verstärkt mit den Partnern sicherheitspolitisch arbeiten, die sich für die europäische Ausrichtung entschieden haben. Wir wollen die Demokratie und die wirtschaftliche Transformation in diesen Ländern fordern und fördern.","","FALSE",5
0,"FDP","Wir setzen uns für eine moderne Bundeswehr mit einsatzorientierten Strukturen ein, die sowohl zur Bündnis- und Landesverteidigung wie für internationale Einsätze befähigt ist.","fdp.txt","41420","gold",5,1104,0,472,"Wir Freie Demokraten setzen uns für eine moderne Bundeswehr mit einsatzorientierten Strukturen ein, die sowohl zur Bündnis- und Landesverteidigung wie für internationale Einsätze befähigt ist.",1754,2867,"Modernisierung der Bundeswehr","Wir Freie Demokraten setzen uns für eine moderne Bundeswehr mit einsatzorientierten Strukturen ein, die sowohl zur Bündnis- und Landesverteidigung wie für internationale Einsätze befähigt ist. Dazu muss die Bundeswehr besser ausgestattet werden. Die Prozesse zur Beschaffung neuer Ausrüstungsgegenstände gehören grundsätzlich auf den Prüfstand. Die Vergangenheit hat immer wieder gezeigt, dass es bei größeren Projekten qualitative, terminliche und kostentechnische Mängel gegeben hat. Der Modernisierungsprozess der Bundeswehr muss weiter vorangetrieben und den neuen Anforderungen angepasst werden. Dabei wollen wir auch die Attraktivität des militärischen Dienstes steigern. Denn die Bundeswehr steht im Wettbewerb mit anderen Arbeitgebern um die besten Bewerberinnen und Bewerber. Um den Personalbedarf weiterhin zu decken und junge Menschen für den anspruchsvollen Dienst zu gewinnen, muss die Attraktivität des Dienstes kontinuierlich verbessert werden. Entscheidende Faktoren sind dabei moderne und ausreichende Ausrüstung, Arbeitszeitbelastung, Weiterbildungsmöglichkeiten, Versetzungshäufigkeit, die Versorgung im Falle der Verwundung und nicht zuletzt die Vereinbarkeit von Familie und Dienst."," Dazu muss die Bundeswehr besser ausgestattet werden. Die Prozesse zur Beschaffung neuer Ausrüstungsgegenstände gehören grundsätzlich auf den Prüfstand. Die Vergangenheit hat immer wieder gezeigt, dass es bei größeren Projekten qualitative, terminliche und kostentechnische Mängel gegeben hat. Der Modernisierungsprozess der Bundeswehr muss weiter vorangetrieben und den neuen Anforderungen angepasst werden. Dabei wollen wir auch die Attraktivität des militärischen Dienstes steigern. Denn die Bundeswehr steht im Wettbewerb mit anderen Arbeitgebern um die besten Bewerberinnen und Bewerber. Um den Personalbedarf weiterhin zu decken und junge Menschen für den anspruchsvollen Dienst zu gewinnen, muss die Attraktivität des Dienstes kontinuierlich verbessert werden. Entscheidende Faktoren sind dabei moderne und ausreichende Ausrüstung, Arbeitszeitbelastung, Weiterbildungsmöglichkeiten, Versetzungshäufigkeit, die Versorgung im Falle der Verwundung und nicht zuletzt die Vereinbarkeit von Familie und Dienst.","","FALSE",23
0,"FDP","Wir finden: Der Anreiz zur zusätzlichen Altersvorsorge gegen Altersarmut muss erhalten bleiben.","fdp.txt","41420","gold",5,885,0,253,"Wir finden: Der Anreiz zur zusätzlichen Altersvorsorge gegen Altersarmut muss erhalten bleiben.",912,2025,"Altersvorsorge muss sich lohnen","Wir Freie Demokraten halten es für richtig, die Einkünfte aus privater und betrieblicher Altersvorsorge nur teilweise auf die Grundsicherung im Alter anzurechnen. Auch über die vorgesehenen Begrenzungen soll Vorsorge nur prozentual die Leistungen aus der Grundsicherung mindern. Denn freiwillige Altersvorsorge muss sich für jeden immer auszahlen. Das betrifft zum Beispiel viele Menschen, die lange arbeitslos waren, Teilzeit gearbeitet oder wenig verdient haben. Es kann nicht sein, dass Einnahmen aus der freiwilligen Vorsorge vollständig auf die Grundsicherung angerechnet – also voll abgezogen werden. Wir finden: Der Anreiz zur zusätzlichen Altersvorsorge gegen Altersarmut muss erhalten bleiben. Wer sich anstrengt und vorsorgt, muss ein Alterseinkommen über Grundsicherungsniveau haben. Und er muss mehr haben als derjenige, der nicht vorgesorgt hat."," Wer sich anstrengt und vorsorgt, muss ein Alterseinkommen über Grundsicherungsniveau haben. Und er muss mehr haben als derjenige, der nicht vorgesorgt hat.","Wir Freie Demokraten halten es für richtig, die Einkünfte aus privater und betrieblicher Altersvorsorge nur teilweise auf die Grundsicherung im Alter anzurechnen. Auch über die vorgesehenen Begrenzungen soll Vorsorge nur prozentual die Leistungen aus der Grundsicherung mindern. Denn freiwillige Altersvorsorge muss sich für jeden immer auszahlen. Das betrifft zum Beispiel viele Menschen, die lange arbeitslos waren, Teilzeit gearbeitet oder wenig verdient haben. Es kann nicht sein, dass Einnahmen aus der freiwilligen Vorsorge vollständig auf die Grundsicherung angerechnet – also voll abgezogen werden. ","FALSE",34
